num;repet;Climat;Rotation;Date_semis;Densite_semis;cov.nb;niv_RQ;pertes_rdt_3seeds
648;3;2;10;1;25;2.5;1;8.478196442
649;3;2;10;0;55;2;1.4;6.292770357
650;3;2;10;0;25;2;1.4;6.45485641
651;3;2;10;1;55;2;1.4;6.672439735
652;3;2;10;1;25;2;1.4;6.782611114
653;3;2;10;0;55;1.5;1.4;7.665358601
654;3;2;10;0;25;1.5;1.4;7.758449722
655;3;2;10;1;55;1.5;1.4;8.329802382
656;3;2;10;1;25;1.5;1.4;8.228696335
657;3;2;10;0;55;2.5;1.4;4.778688577
658;3;2;10;0;25;2.5;1.4;4.758983049
659;3;2;10;1;55;2.5;1.4;5.058381847
660;3;2;10;1;25;2.5;1.4;5.25486599
661;3;2;10;0;55;2;1.6;5.245486441
662;3;2;10;0;25;2;1.6;5.448196506
663;3;2;10;1;55;2;1.6;5.870425561
664;3;2;10;1;25;2;1.6;6.065658907
665;3;2;10;0;55;1.5;1.6;6.781539028
666;3;2;10;0;25;1.5;1.6;6.93120864
667;3;2;10;1;55;1.5;1.6;7.404151128
668;3;2;10;1;25;1.5;1.6;7.401280252
669;3;2;10;0;55;2.5;1.6;3.770180012
670;3;2;10;0;25;2.5;1.6;3.770465645
671;3;2;10;1;55;2.5;1.6;4.36777857
672;3;2;10;1;25;2.5;1.6;4.546760204
